#separator:Tab
#html:true
#columns:ID	Front	Back	Explanation	Tags
#tags column:5
"clf-c02-2026-09-15-047"	"How do AWS Glue and Lake Formation differ?"	"Glue discovers, catalogs, and transforms data; Lake Formation helps build and centrally govern a data lake."	"They often work together: Glue supplies metadata and ETL, while Lake Formation manages data-lake permissions and governance.<br><strong>Example:</strong> A crawler catalogs S3 data, then Lake Formation controls which analysts can access it."	"CLF-C02 Cloud Technology and Services day::2026-09-15 chat::2026-09-15_-_Chat_11_—_AWS_Portfolio_&_Operations type::comparison topic::Analytics topic::Data_lakes"
"clf-c02-2026-09-15-048"	"What does Amazon MSK manage?"	"Apache Kafka clusters."	"MSK is for applications that need the Kafka ecosystem without operating the brokers themselves.<br><strong>Example:</strong> An existing Kafka event platform moves to managed brokers on AWS."	"CLF-C02 Cloud Technology and Services day::2026-09-15 chat::2026-09-15_-_Chat_11_—_AWS_Portfolio_&_Operations type::recall topic::Streaming"
"clf-c02-2026-09-15-049"	"What is AWS Data Exchange used for?"	"Finding, subscribing to, and using third-party data products."	"Providers publish datasets and subscribers access them under defined terms.<br><strong>Example:</strong> A risk team subscribes to a commercial weather dataset."	"CLF-C02 Cloud Technology and Services day::2026-09-15 chat::2026-09-15_-_Chat_11_—_AWS_Portfolio_&_Operations type::recall topic::Data topic::Marketplace"
"clf-c02-2026-09-15-050"	"How do Amazon Athena and AWS Glue differ?"	"Athena queries data with SQL; Glue discovers, catalogs, and transforms data."	"Athena is the query engine. Glue prepares metadata and data pipelines that Athena and other analytics services can use.<br><strong>Example:</strong> Glue catalogs S3 files, then Athena queries the cataloged table."	"CLF-C02 Cloud Technology and Services day::2026-09-15 chat::2026-09-15_-_Chat_12_—_Analytics_&_Application_Integration type::comparison topic::Analytics"
"clf-c02-2026-09-15-051"	"What does an AWS Glue crawler do?"	"It scans data sources, infers their structure, and creates or updates metadata in the Glue Data Catalog."	"The crawler does not primarily analyze business results; it makes datasets discoverable as tables and schemas.<br><strong>Example:</strong> A crawler recognizes Parquet columns in S3 and adds a table to the catalog."	"CLF-C02 Cloud Technology and Services day::2026-09-15 chat::2026-09-15_-_Chat_12_—_Analytics_&_Application_Integration type::recall topic::Analytics topic::Metadata"
"clf-c02-2026-09-15-052"	"What does ETL mean?"	"Extract data from sources, transform it into a useful form, and load it into a destination."	"ETL is a data-processing pattern, not a specific AWS product.<br><strong>Example:</strong> Read sales files, clean currency fields, and write analytics-ready Parquet data."	"CLF-C02 Cloud Technology and Services day::2026-09-15 chat::2026-09-15_-_Chat_12_—_Analytics_&_Application_Integration type::recall topic::Analytics topic::ETL"
"clf-c02-2026-09-15-053"	"What is a worker in an AWS Glue ETL job?"	"Compute capacity that executes the data-processing job."	"Workers provide CPU and memory for the job; they are not human operators.<br><strong>Example:</strong> A larger transformation may need more or larger workers."	"CLF-C02 Cloud Technology and Services day::2026-09-15 chat::2026-09-15_-_Chat_12_—_Analytics_&_Application_Integration type::recall topic::Analytics topic::ETL"
"clf-c02-2026-09-15-054"	"What is the difference between RPO and RTO?"	"RPO is how much data loss is acceptable, measured in time; RTO is how long service restoration may take."	"RPO looks backward to the latest usable data. RTO looks forward to returning the service to operation.<br><strong>Example:</strong> An RPO of 15 minutes allows 15 minutes of lost updates; an RTO of one hour allows an hour to recover."	"CLF-C02 Cloud Technology and Services day::2026-09-15 chat::2026-09-15_-_Chat_12_—_Analytics_&_Application_Integration type::comparison topic::Disaster_recovery"
"clf-c02-2026-09-15-055"	"Order the four common AWS disaster-recovery strategies from lowest cost/slowest recovery to highest cost/fastest recovery."	"Backup and restore, pilot light, warm standby, multi-site active/active."	"Keeping more of the recovery environment continuously running generally shortens recovery but increases cost.<br><strong>Example:</strong> A pilot light keeps only critical cores alive; warm standby keeps a scaled-down full environment."	"CLF-C02 Cloud Technology and Services day::2026-09-15 chat::2026-09-15_-_Chat_12_—_Analytics_&_Application_Integration type::comparison topic::Disaster_recovery"
"clf-c02-2026-09-15-056"	"A company accepts hours of downtime and wants the cheapest disaster-recovery strategy. Which approach fits?"	"Backup and restore."	"Resources can be rebuilt from backups after a disaster, minimizing steady-state cost but increasing recovery time.<br><strong>Example:</strong> Restore a database snapshot and redeploy infrastructure after an outage."	"CLF-C02 Cloud Technology and Services day::2026-09-15 chat::2026-09-15_-_Chat_12_—_Analytics_&_Application_Integration type::scenario topic::Disaster_recovery"
"clf-c02-2026-09-15-057"	"Why are AWS API requests signed?"	"So AWS can authenticate the caller and verify the request has not been altered."	"The signature is evaluated together with IAM authorization.<br><strong>Example:</strong> The AWS CLI signs a request using configured credentials before calling an API endpoint."	"CLF-C02 Cloud Technology and Services day::2026-09-15 chat::2026-09-15_-_Chat_12_—_Analytics_&_Application_Integration type::recall topic::APIs topic::Security"
"clf-c02-2026-09-15-058"	"What is an Amazon Resource Name (ARN)?"	"A standardized identifier that uniquely names an AWS resource."	"Policies and APIs use ARNs to refer precisely to resources.<br><strong>Example:</strong> An IAM policy can name one specific S3 bucket ARN."	"CLF-C02 Cloud Technology and Services day::2026-09-15 chat::2026-09-15_-_Chat_12_—_Analytics_&_Application_Integration type::recall topic::AWS_fundamentals"
"clf-c02-2026-09-15-059"	"How do gateway and interface VPC endpoints differ?"	"Gateway endpoints use route-table entries and support S3 and DynamoDB; interface endpoints use PrivateLink and private-IP network interfaces for many services."	"Both provide private service access, but their implementation and supported services differ.<br><strong>Example:</strong> A private subnet reaches S3 through a gateway endpoint and Secrets Manager through an interface endpoint."	"CLF-C02 Cloud Technology and Services day::2026-09-15 chat::2026-09-15_-_Chat_12_—_Analytics_&_Application_Integration type::comparison topic::Networking topic::Private_connectivity"
"clf-c02-2026-09-15-060"	"How do Amazon SQS and Amazon SNS differ?"	"SQS stores messages in a queue for consumers to pull; SNS pushes each publication to subscribed endpoints."	"SQS decouples work and lets consumers process at their pace. SNS is useful for fan-out.<br><strong>Example:</strong> An order enters an SQS worker queue; one alarm is sent by SNS to email, Lambda, and SQS."	"CLF-C02 Cloud Technology and Services day::2026-09-15 chat::2026-09-15_-_Chat_12_—_Analytics_&_Application_Integration type::comparison topic::Application_integration topic::Messaging"
"clf-c02-2026-09-15-061"	"How does Amazon Kinesis differ from Amazon SQS?"	"Kinesis is a real-time data stream that can retain ordered records for multiple readers; SQS is a work queue where messages are processed and removed."	"Choose based on stream analytics versus decoupled task processing.<br><strong>Example:</strong> Clickstream analytics uses Kinesis; image-resize jobs use SQS."	"CLF-C02 Cloud Technology and Services day::2026-09-15 chat::2026-09-15_-_Chat_12_—_Analytics_&_Application_Integration type::comparison topic::Application_integration topic::Streaming"
"clf-c02-2026-09-15-062"	"When is Amazon MQ a better fit than Amazon SQS?"	"When migrating an existing application that depends on standard ActiveMQ or RabbitMQ broker protocols and behavior."	"SQS is AWS-native and simpler; Amazon MQ reduces rewriting for broker-compatible applications.<br><strong>Example:</strong> A legacy JMS application moves to managed ActiveMQ on Amazon MQ."	"CLF-C02 Cloud Technology and Services day::2026-09-15 chat::2026-09-15_-_Chat_12_—_Analytics_&_Application_Integration type::comparison topic::Application_integration topic::Messaging"
"clf-c02-2026-09-15-063"	"How do Amazon MSK and Amazon Kinesis Data Streams differ?"	"MSK provides managed Apache Kafka compatibility; Kinesis is an AWS-native streaming service."	"Existing Kafka clients and tooling point to MSK; a new AWS-native stream may favor Kinesis.<br><strong>Example:</strong> A company keeps Kafka APIs with MSK instead of rewriting producers."	"CLF-C02 Cloud Technology and Services day::2026-09-15 chat::2026-09-15_-_Chat_12_—_Analytics_&_Application_Integration type::comparison topic::Application_integration topic::Streaming"
"clf-c02-2026-09-15-064"	"How do AWS AppSync and Amazon API Gateway differ?"	"AppSync provides managed GraphQL APIs and real-time data features; API Gateway publishes and manages REST, HTTP, and WebSocket APIs."	"The API style in the question is usually the strongest clue.<br><strong>Example:</strong> A GraphQL mobile backend uses AppSync; a REST Lambda API uses API Gateway."	"CLF-C02 Cloud Technology and Services day::2026-09-15 chat::2026-09-15_-_Chat_12_—_Analytics_&_Application_Integration type::comparison topic::APIs"
"clf-c02-2026-09-15-065"	"When should a workload use RDS, DynamoDB, or Redshift?"	"RDS for relational transactions, DynamoDB for serverless key-value/document access at scale, and Redshift for analytical warehousing."	"These services optimize different data models and access patterns.<br><strong>Example:</strong> Orders with SQL relationships use RDS; sessions use DynamoDB; company-wide BI uses Redshift."	"CLF-C02 Cloud Technology and Services day::2026-09-15 chat::2026-09-15_-_Chat_12_—_Analytics_&_Application_Integration type::comparison topic::Databases"
"clf-c02-2026-09-15-066"	"How do AWS Local Zones and AWS Wavelength Zones differ?"	"Local Zones place AWS infrastructure near a metro area; Wavelength Zones place AWS services inside telecom networks for low-latency 5G applications."	"Both extend AWS closer to users, but Wavelength is specifically tied to carrier networks.<br><strong>Example:</strong> Interactive media in a city may use a Local Zone; a 5G connected-vehicle app may use Wavelength."	"CLF-C02 Cloud Technology and Services day::2026-09-15 chat::2026-09-15_-_Chat_12_—_Analytics_&_Application_Integration type::comparison topic::Edge_infrastructure"
"clf-c02-2026-09-15-067"	"What does AWS Trusted Advisor do?"	"It inspects an AWS environment and recommends improvements based on AWS best practices."	"Its recommendations cover cost, performance, security, fault tolerance, service limits, and operational excellence.<br><strong>Example:</strong> It may identify idle resources or an exposed security setting."	"CLF-C02 Billing, Pricing, and Support day::2026-09-15 chat::2026-09-15_-_Chat_13_—_Support,_Monitoring_&_Cost type::recall topic::Support topic::Optimization"
